station_id,timestamp,temp_c,lat,lon
YVR-01,2025-01-01 00:00,-14.2,49.246,-123.116
YVR-01,2025-01-01 00:00,-6.6,49.246,-123.116
YVR-01,2025-01-01 08:28,-19.7,49.246,-123.116
YVR-01,2025-01-01 00:00,-10.7,49.246,-123.116
YVR-01,2025-01-01 16:42,-15.8,49.246,-123.116
YVR-01,2025-01-01 20:07,-12.4,49.246,-123.116
YVR-01,2025-01-02 00:00,-15.1,49.246,-123.116
YVR-01,2025-01-02 00:00,-18.9,49.246,-123.116
YVR-01,2025-01-02 00:00,-9.1,49.246,-123.116
YVR-01,2025-01-02 12:18,-11.7,49.246,-123.116
YVR-01,2025-01-02 16:22,-7.7,49.246,-123.116
YVR-01,2025-01-02 20:10,-6.6,49.246,-123.116
YVR-01,2025-01-03 00:10,-3.7,49.246,-123.116
YVR-01,2025-01-03 04:23,-10.3,49.246,-123.116
YVR-01,2025-01-03 00:00,-3.5,49.246,-123.116
YVR-01,2025-01-03 12:35,-16.9,49.246,-123.116
YVR-01,2025-01-03 16:39,-5.6,49.246,-123.116
YVR-01,2025-01-03 20:23,-8.3,49.246,-123.116
YVR-01,2025-01-04 00:02,-9.4,49.246,-123.116
YVR-01,2025-01-04 04:21,-8.1,49.246,-123.116
YVR-01,2025-01-04 00:00,-16.5,49.246,-123.116
YVR-01,2025-01-04 12:01,-17.9,49.246,-123.116
YVR-01,2025-01-04 16:23,-0.5,49.246,-123.116
YVR-01,2025-01-04 20:43,-11.8,49.246,-123.116
YVR-01,2025-01-05 00:00,-11.6,49.246,-123.116
YVR-01,2025-01-05 04:37,-17.1,49.246,-123.116
YVR-01,2025-01-05 08:01,-19.3,49.246,-123.116
YVR-01,2025-01-05 00:00,-11.0,49.246,-123.116
YVR-01,2025-01-05 16:20,-12.5,49.246,-123.116
YVR-01,2025-01-05 20:32,-10.4,49.246,-123.116
YVR-01,2025-01-06 00:00,-9.6,49.246,-123.116
YVR-01,2025-01-06 04:57,4.8,49.246,-123.116
YVR-01,2025-01-06 00:00,-12.2,49.246,-123.116
YVR-01,2025-01-06 12:43,-0.7,49.246,-123.116
YVR-01,2025-01-06 00:00,-0.3,49.246,-123.116
YVR-01,2025-01-06 20:48,-5.6,49.246,-123.116
YVR-01,2025-01-07 00:26,-11.2,49.246,-123.116
YVR-01,2025-01-07 00:00,-18.0,49.246,-123.116
YVR-01,2025-01-07 08:41,-7.0,49.246,-123.116
YVR-01,2025-01-07 12:27,-3.7,49.246,-123.116
YVR-01,2025-01-07 00:00,0.6,49.246,-123.116
YVR-01,2025-01-07 20:15,-15.5,49.246,-123.116
YVR-01,2025-01-08 00:14,-11.0,49.246,-123.116
YVR-01,2025-01-08 04:46,-15.2,49.246,-123.116
YVR-01,2025-01-08 08:50,-13.3,49.246,-123.116
YVR-01,2025-01-08 12:43,-5.5,49.246,-123.116
YVR-01,2025-01-08 16:54,-13.6,49.246,-123.116
YVR-01,2025-01-08 20:51,-14.5,49.246,-123.116
YVR-01,2025-01-09 00:00,-4.4,49.246,-123.116
YVR-01,2025-01-09 04:02,-6.5,49.246,-123.116
YVR-01,2025-01-09 08:36,-7.1,49.246,-123.116
YVR-01,2025-01-09 00:00,-13.1,49.246,-123.116
YVR-01,2025-01-09 16:06,-1.5,49.246,-123.116
YVR-01,2025-01-09 20:20,-9.1,49.246,-123.116
YVR-01,2025-01-10 00:08,5.4,49.246,-123.116
YVR-01,2025-01-10 04:38,-8.0,49.246,-123.116
YVR-01,2025-01-10 08:17,-22.9,49.246,-123.116
YVR-01,2025-01-10 00:00,-23.2,49.246,-123.116
YVR-01,2025-01-10 00:00,-5.2,49.246,-123.116
YVR-01,2025-01-10 00:00,-1.1,49.246,-123.116
YVR-01,2025-01-11 00:00,-13.3,49.246,-123.116
YVR-01,2025-01-11 04:49,4.0,49.246,-123.116
YVR-01,2025-01-11 00:00,1.4,49.246,-123.116
YVR-01,2025-01-11 12:08,-7.4,49.246,-123.116
YVR-01,2025-01-11 00:00,-5.4,49.246,-123.116
YVR-01,2025-01-11 20:52,-3.2,49.246,-123.116
YVR-01,2025-01-12 00:01,3.0,49.246,-123.116
YVR-01,2025-01-12 04:19,-4.2,49.246,-123.116
YVR-01,2025-01-12 08:27,-7.2,49.246,-123.116
YVR-01,2025-01-12 12:46,-4.3,49.246,-123.116
YVR-01,2025-01-12 00:00,-5.1,49.246,-123.116
YVR-01,2025-01-12 20:06,-2.8,49.246,-123.116
YVR-01,2025-01-13 00:43,-17.4,49.246,-123.116
YVR-01,2025-01-13 04:07,-6.1,49.246,-123.116
YVR-01,2025-01-13 00:00,-5.2,49.246,-123.116
YVR-01,2025-01-13 00:00,-8.4,49.246,-123.116
YVR-01,2025-01-13 00:00,-3.3,49.246,-123.116
YVR-01,2025-01-13 20:16,3.5,49.246,-123.116
YVR-01,2025-01-14 00:35,-6.9,49.246,-123.116
YVR-01,2025-01-14 04:49,-3.6,49.246,-123.116
YVR-01,2025-01-14 00:00,1.9,49.246,-123.116
YVR-01,2025-01-14 00:00,-6.7,49.246,-123.116
YVR-01,2025-01-14 16:01,-13.0,49.246,-123.116
YVR-01,2025-01-14 00:00,-4.0,49.246,-123.116
YVR-01,2025-01-15 00:53,-20.6,49.246,-123.116
YVR-01,2025-01-15 04:41,-21.2,49.246,-123.116
YVR-01,2025-01-15 08:03,-5.4,49.246,-123.116
YVR-01,2025-01-15 12:53,-21.5,49.246,-123.116
YVR-01,2025-01-15 16:28,-15.3,49.246,-123.116
YVR-01,2025-01-15 20:17,-9.7,49.246,-123.116
YVR-01,2025-01-16 00:25,-11.4,49.246,-123.116
YVR-01,2025-01-16 04:43,-8.0,49.246,-123.116
YVR-01,2025-01-16 08:33,-0.4,49.246,-123.116
YVR-01,2025-01-16 00:00,-5.7,49.246,-123.116
YVR-01,2025-01-16 16:35,-12.1,49.246,-123.116
YVR-01,2025-01-16 20:13,1.0,49.246,-123.116
YVR-01,2025-01-17 00:30,-15.4,49.246,-123.116
YVR-01,2025-01-17 00:00,-5.5,49.246,-123.116
YVR-01,2025-01-17 08:14,-16.1,49.246,-123.116
YVR-01,2025-01-17 12:07,-5.3,49.246,-123.116
YVR-01,2025-01-17 16:13,-8.7,49.246,-123.116
YVR-01,2025-01-17 00:00,-0.3,49.246,-123.116
